class,NOAA_ar_num,event_date,start_time,end_time,peak_time
B2.8,12593,2016-09-25,2016-09-25 03:06:00,2016-09-25 03:55:00,2016-09-25 03:31:00
B4.3,12597,2016-09-27,2016-09-27 09:51:00,2016-09-27 10:09:00,2016-09-27 09:58:00
B3.4,12598,2016-10-01,2016-10-01 02:15:00,2016-10-01 02:24:00,2016-10-01 02:19:00
B6.1,12598,2016-10-04,2016-10-04 03:53:00,2016-10-04 04:24:00,2016-10-04 04:09:00
B3.5,12598,2016-10-07,2016-10-07 00:36:00,2016-10-07 00:44:00,2016-10-07 00:40:00
B4.1,12598,2016-10-10,2016-10-10 00:54:00,2016-10-10 01:10:00,2016-10-10 01:04:00
B3.8,12599,2016-10-10,2016-10-10 17:36:00,2016-10-10 17:43:00,2016-10-10 17:40:00
B5.3,12601,2016-10-12,2016-10-12 05:34:00,2016-10-12 05:39:00,2016-10-12 05:37:00
B8.6,12602,2016-10-14,2016-10-14 08:53:00,2016-10-14 09:06:00,2016-10-14 09:00:00
B9.4,12599,2016-10-14,2016-10-14 11:19:00,2016-10-14 11:33:00,2016-10-14 11:26:00
B1.2,12603,2016-10-21,2016-10-21 09:46:00,2016-10-21 09:51:00,2016-10-21 09:49:00
B1.3,12602,2016-10-23,2016-10-23 06:41:00,2016-10-23 06:47:00,2016-10-23 06:45:00
B2.0,12603,2016-10-25,2016-10-25 00:54:00,2016-10-25 01:13:00,2016-10-25 01:05:00
B3.1,12603,2016-10-28,2016-10-28 07:13:00,2016-10-28 07:21:00,2016-10-28 07:17:00
B2.5,12604,2016-11-01,2016-11-01 20:16:00,2016-11-01 20:30:00,2016-11-01 20:23:00
B2.2,12605,2016-11-04,2016-11-04 12:26:00,2016-11-04 13:21:00,2016-11-04 12:47:00
B1.5,12605,2016-11-07,2016-11-07 04:48:00,2016-11-07 05:05:00,2016-11-07 05:02:00
B1.7,12607,2016-11-10,2016-11-10 22:44:00,2016-11-10 22:50:00,2016-11-10 22:47:00
B2.9,12610,2016-11-12,2016-11-12 16:06:00,2016-11-12 16:14:00,2016-11-12 16:10:00
B6.1,12610,2016-11-15,2016-11-15 00:28:00,2016-11-15 00:42:00,2016-11-15 00:35:00
B1.9,12611,2016-11-19,2016-11-19 07:10:00,2016-11-19 07:20:00,2016-11-19 07:15:00
B1.2,12610,2016-11-21,2016-11-21 00:24:00,2016-11-21 00:30:00,2016-11-21 00:27:00
B6.0,12612,2016-11-22,2016-11-22 23:45:00,2016-11-23 00:23:00,2016-11-23 00:10:00
B2.5,12612,2016-11-25,2016-11-25 12:17:00,2016-11-25 12:51:00,2016-11-25 12:38:00
B1.4,12611,2016-11-27,2016-11-27 06:18:00,2016-11-27 06:27:00,2016-11-27 06:24:00
B3.1,12613,2016-11-27,2016-11-27 13:55:00,2016-11-27 14:05:00,2016-11-27 14:02:00
B3.9,12614,2016-11-30,2016-11-30 05:22:00,2016-11-30 05:28:00,2016-11-30 05:26:00
B2.9,12612,2016-12-01,2016-12-01 16:12:00,2016-12-01 17:18:00,2016-12-01 17:11:00
B2.7,12616,2016-12-01,2016-12-01 19:28:00,2016-12-01 19:33:00,2016-12-01 19:31:00
B2.8,12615,2016-12-03,2016-12-03 17:33:00,2016-12-03 18:13:00,2016-12-03 18:01:00
B1.7,12615,2016-12-06,2016-12-06 10:08:00,2016-12-06 10:15:00,2016-12-06 10:12:00
B1.5,12615,2016-12-09,2016-12-09 07:21:00,2016-12-09 07:27:00,2016-12-09 07:25:00
B1.3,12617,2016-12-11,2016-12-11 17:10:00,2016-12-11 17:18:00,2016-12-11 17:15:00
B2.5,12617,2016-12-15,2016-12-15 03:24:00,2016-12-15 03:34:00,2016-12-15 03:30:00
B2.7,12620,2016-12-21,2016-12-21 14:12:00,2016-12-21 14:26:00,2016-12-21 14:19:00
B3.0,12621,2016-12-26,2016-12-26 18:47:00,2016-12-26 18:58:00,2016-12-26 18:52:00
B1.3,12619,2016-12-29,2016-12-29 20:11:00,2016-12-29 20:20:00,2016-12-29 20:15:00
B2.2,12621,2016-12-30,2016-12-30 12:22:00,2016-12-30 12:39:00,2016-12-30 12:29:00
B1.8,12624,2017-01-04,2017-01-04 02:34:00,2017-01-04 02:50:00,2017-01-04 02:39:00
B1.3,12626,2017-01-16,2017-01-16 01:41:00,2017-01-16 01:48:00,2017-01-16 01:44:00
B1.4,12625,2017-01-16,2017-01-16 18:12:00,2017-01-16 18:35:00,2017-01-16 18:23:00
B1.0,12628,2017-01-20,2017-01-20 06:33:00,2017-01-20 06:37:00,2017-01-20 06:36:00
B4.1,12627,2017-01-20,2017-01-20 17:09:00,2017-01-20 17:16:00,2017-01-20 17:12:00
B1.9,12629,2017-01-24,2017-01-24 16:03:00,2017-01-24 16:11:00,2017-01-24 16:08:00
B5.4,12627,2017-01-27,2017-01-27 10:38:00,2017-01-27 10:52:00,2017-01-27 10:45:00
B2.3,12629,2017-01-27,2017-01-27 15:35:00,2017-01-27 15:43:00,2017-01-27 15:39:00
B1.2,12631,2017-02-04,2017-02-04 05:57:00,2017-02-04 06:04:00,2017-02-04 06:00:00
B1.6,12632,2017-02-04,2017-02-04 12:59:00,2017-02-04 13:45:00,2017-02-04 13:12:00
B1.5,12634,2017-02-06,2017-02-06 16:16:00,2017-02-06 16:31:00,2017-02-06 16:22:00
B1.1,12635,2017-02-08,2017-02-08 23:08:00,2017-02-08 23:18:00,2017-02-08 23:11:00
B4.5,12638,2017-02-20,2017-02-20 11:22:00,2017-02-20 11:37:00,2017-02-20 11:29:00
B4.4,12638,2017-02-23,2017-02-23 00:45:00,2017-02-23 01:20:00,2017-02-23 01:05:00
B3.2,12640,2017-02-26,2017-02-26 23:11:00,2017-02-26 23:25:00,2017-02-26 23:18:00
B2.9,12641,2017-02-27,2017-02-27 17:12:00,2017-02-27 18:04:00,2017-02-27 17:23:00
B1.7,12641,2017-03-02,2017-03-02 23:12:00,2017-03-03 00:08:00,2017-03-02 23:53:00
B1.5,12641,2017-03-06,2017-03-06 11:58:00,2017-03-06 12:10:00,2017-03-06 12:03:00
B3.3,12643,2017-03-22,2017-03-22 18:21:00,2017-03-22 19:15:00,2017-03-22 18:58:00
B2.8,12644,2017-03-25,2017-03-25 22:04:00,2017-03-25 22:19:00,2017-03-25 22:13:00
B4.1,12645,2017-03-27,2017-03-27 17:39:00,2017-03-27 17:47:00,2017-03-27 17:43:00
B6.6,12644,2017-03-28,2017-03-28 01:52:00,2017-03-28 02:04:00,2017-03-28 02:00:00
B2.1,12646,2017-03-28,2017-03-28 20:48:00,2017-03-28 21:00:00,2017-03-28 20:54:00
B2.6,12645,2017-03-30,2017-03-30 06:58:00,2017-03-30 07:10:00,2017-03-30 07:03:00
B3.7,12648,2017-03-31,2017-03-31 14:41:00,2017-03-31 14:52:00,2017-03-31 14:47:00
B5.0,12647,2017-04-01,2017-04-01 01:38:00,2017-04-01 01:53:00,2017-04-01 01:47:00
B9.1,12645,2017-04-05,2017-04-05 17:34:00,2017-04-05 17:45:00,2017-04-05 17:40:00
B4.0,12645,2017-04-08,2017-04-08 00:38:00,2017-04-08 00:51:00,2017-04-08 00:47:00
B3.0,12650,2017-04-08,2017-04-08 01:42:00,2017-04-08 01:53:00,2017-04-08 01:48:00
B1.8,12648,2017-04-09,2017-04-09 17:21:00,2017-04-09 17:30:00,2017-04-09 17:26:00
B3.9,12650,2017-04-11,2017-04-11 02:56:00,2017-04-11 03:04:00,2017-04-11 03:00:00
B3.6,12651,2017-04-17,2017-04-17 01:28:00,2017-04-17 01:46:00,2017-04-17 01:39:00
B8.0,12651,2017-04-20,2017-04-20 06:49:00,2017-04-20 07:04:00,2017-04-20 06:56:00
B2.0,12653,2017-04-22,2017-04-22 12:08:00,2017-04-22 12:16:00,2017-04-22 12:13:00
B2.2,12651,2017-04-23,2017-04-23 02:00:00,2017-04-23 02:07:00,2017-04-23 02:04:00
B2.6,12652,2017-04-24,2017-04-24 22:15:00,2017-04-24 22:25:00,2017-04-24 22:19:00
B1.4,12653,2017-04-26,2017-04-26 02:29:00,2017-04-26 02:36:00,2017-04-26 02:32:00
B3.0,12653,2017-04-30,2017-04-30 00:12:00,2017-04-30 02:25:00,2017-04-30 00:57:00
B1.9,12651,2017-04-30,2017-04-30 18:27:00,2017-04-30 18:37:00,2017-04-30 18:32:00
B9.9,12652,2017-05-01,2017-05-01 03:55:00,2017-05-01 04:05:00,2017-05-01 04:01:00
B1.3,12654,2017-05-02,2017-05-02 19:33:00,2017-05-02 19:41:00,2017-05-02 19:36:00
B1.4,12655,2017-05-05,2017-05-05 03:30:00,2017-05-05 03:43:00,2017-05-05 03:38:00
B1.5,12654,2017-05-05,2017-05-05 06:09:00,2017-05-05 06:18:00,2017-05-05 06:14:00
B2.2,12657,2017-05-16,2017-05-16 04:07:00,2017-05-16 04:26:00,2017-05-16 04:16:00
B1.1,12656,2017-05-18,2017-05-18 16:34:00,2017-05-18 16:44:00,2017-05-18 16:39:00
B1.4,12658,2017-05-21,2017-05-21 07:37:00,2017-05-21 07:48:00,2017-05-21 07:44:00
B1.5,12660,2017-05-22,2017-05-22 22:01:00,2017-05-22 22:09:00,2017-05-22 22:05:00
B1.8,12659,2017-05-26,2017-05-26 01:33:00,2017-05-26 01:40:00,2017-05-26 01:36:00
B2.3,12659,2017-05-29,2017-05-29 09:30:00,2017-05-29 09:37:00,2017-05-29 09:34:00
B4.4,12661,2017-05-31,2017-05-31 08:52:00,2017-05-31 09:48:00,2017-05-31 09:26:00
B3.0,12661,2017-06-03,2017-06-03 17:52:00,2017-06-03 18:01:00,2017-06-03 17:57:00
B1.0,12661,2017-06-06,2017-06-06 05:11:00,2017-06-06 05:16:00,2017-06-06 05:14:00
B4.1,12661,2017-06-09,2017-06-09 11:52:00,2017-06-09 13:19:00,2017-06-09 12:53:00
B3.8,12661,2017-06-13,2017-06-13 18:45:00,2017-06-13 20:22:00,2017-06-13 19:40:00
B1.6,12663,2017-06-15,2017-06-15 05:15:00,2017-06-15 05:20:00,2017-06-15 05:18:00
B2.5,12663,2017-06-18,2017-06-18 09:10:00,2017-06-18 09:32:00,2017-06-18 09:21:00
B1.5,12664,2017-06-20,2017-06-20 06:01:00,2017-06-20 08:48:00,2017-06-20 07:18:00
B1.3,12664,2017-06-26,2017-06-26 07:23:00,2017-06-26 07:33:00,2017-06-26 07:28:00
B3.1,12664,2017-07-02,2017-07-02 12:23:00,2017-07-02 12:59:00,2017-07-02 12:39:00
B2.4,12665,2017-07-05,2017-07-05 22:51:00,2017-07-05 22:57:00,2017-07-05 22:55:00
B3.2,12655,2017-07-11,2017-07-11 01:09:00,2017-07-11 01:17:00,2017-07-11 01:13:00
B5.8,12667,2017-07-13,2017-07-13 19:32:00,2017-07-13 19:49:00,2017-07-13 19:40:00
B6.1,12655,2017-07-16,2017-07-16 10:25:00,2017-07-16 10:32:00,2017-07-16 10:30:00
B6.3,12665,2017-07-17,2017-07-17 00:57:00,2017-07-17 01:08:00,2017-07-17 01:04:00
B2.3,12670,2017-08-02,2017-08-02 00:02:00,2017-08-02 00:18:00,2017-08-02 00:11:00
B1.4,12670,2017-08-05,2017-08-05 17:43:00,2017-08-05 17:53:00,2017-08-05 17:50:00
B4.1,12671,2017-08-14,2017-08-14 19:00:00,2017-08-14 19:09:00,2017-08-14 19:05:00
B2.0,12671,2017-08-17,2017-08-17 00:31:00,2017-08-17 00:41:00,2017-08-17 00:35:00
B6.1,12671,2017-08-20,2017-08-20 12:16:00,2017-08-20 12:26:00,2017-08-20 12:21:00
B3.0,12672,2017-08-23,2017-08-23 00:25:00,2017-08-23 00:49:00,2017-08-23 00:45:00
B8.4,12671,2017-08-24,2017-08-24 15:47:00,2017-08-24 16:07:00,2017-08-24 15:58:00
B2.9,12672,2017-08-26,2017-08-26 01:06:00,2017-08-26 01:17:00,2017-08-26 01:11:00
B3.0,12671,2017-08-27,2017-08-27 01:13:00,2017-08-27 01:20:00,2017-08-27 01:18:00
B9.0,12674,2017-08-29,2017-08-29 04:27:00,2017-08-29 04:54:00,2017-08-29 04:30:00
B5.4,12672,2017-08-30,2017-08-30 16:07:00,2017-08-30 16:57:00,2017-08-30 16:36:00
B4.9,12674,2017-09-01,2017-09-01 01:26:00,2017-09-01 01:32:00,2017-09-01 01:29:00
B5.7,12672,2017-09-02,2017-09-02 13:03:00,2017-09-02 13:09:00,2017-09-02 13:07:00
B3.4,12677,2017-09-12,2017-09-12 13:57:00,2017-09-12 14:08:00,2017-09-12 14:01:00
B3.5,12680,2017-09-12,2017-09-12 15:28:00,2017-09-12 15:39:00,2017-09-12 15:35:00
B3.2,12681,2017-09-20,2017-09-20 09:42:00,2017-09-20 09:55:00,2017-09-20 09:50:00
B8.4,12680,2017-09-20,2017-09-20 19:26:00,2017-09-20 19:37:00,2017-09-20 19:32:00
B3.0,12682,2017-09-23,2017-09-23 05:51:00,2017-09-23 06:10:00,2017-09-23 06:03:00
B2.7,12681,2017-09-24,2017-09-24 23:20:00,2017-09-24 23:37:00,2017-09-24 23:27:00
B2.5,12683,2017-09-25,2017-09-25 20:38:00,2017-09-25 20:58:00,2017-09-25 20:46:00
B4.6,12682,2017-09-26,2017-09-26 06:01:00,2017-09-26 06:08:00,2017-09-26 06:05:00
B2.1,12681,2017-09-27,2017-09-27 17:46:00,2017-09-27 18:03:00,2017-09-27 17:50:00
B2.2,12682,2017-09-29,2017-09-29 13:25:00,2017-09-29 13:38:00,2017-09-29 13:31:00
B2.2,12683,2017-10-03,2017-10-03 01:16:00,2017-10-03 01:21:00,2017-10-03 01:19:00
B2.4,12682,2017-10-05,2017-10-05 02:43:00,2017-10-05 02:50:00,2017-10-05 02:48:00
B1.6,12683,2017-10-06,2017-10-06 00:36:00,2017-10-06 00:41:00,2017-10-06 00:39:00
B1.4,12683,2017-10-09,2017-10-09 03:21:00,2017-10-09 03:31:00,2017-10-09 03:24:00
B1.8,12686,2017-10-27,2017-10-27 00:36:00,2017-10-27 00:50:00,2017-10-27 00:44:00
B1.4,12687,2017-11-14,2017-11-14 10:09:00,2017-11-14 10:15:00,2017-11-14 10:12:00
B6.2,12687,2017-11-17,2017-11-17 00:21:00,2017-11-17 00:30:00,2017-11-17 00:28:00
B1.7,12688,2017-11-21,2017-11-21 01:58:00,2017-11-21 02:10:00,2017-11-21 02:03:00
B1.7,12687,2017-11-23,2017-11-23 09:06:00,2017-11-23 09:22:00,2017-11-23 09:14:00
B2.9,12689,2017-11-27,2017-11-27 11:06:00,2017-11-27 11:25:00,2017-11-27 11:17:00
B1.0,12689,2017-12-01,2017-12-01 14:07:00,2017-12-01 14:12:00,2017-12-01 14:10:00
B1.0,12690,2017-12-07,2017-12-07 03:20:00,2017-12-07 03:28:00,2017-12-07 03:23:00
B2.4,12692,2017-12-19,2017-12-19 19:52:00,2017-12-19 20:03:00,2017-12-19 19:58:00
B1.7,12692,2017-12-22,2017-12-22 00:17:00,2017-12-22 00:23:00,2017-12-22 00:21:00
B1.6,12692,2017-12-25,2017-12-25 07:11:00,2017-12-25 07:28:00,2017-12-25 07:16:00
B8.3,12692,2017-12-28,2017-12-28 22:25:00,2017-12-28 22:33:00,2017-12-28 22:29:00
B9.7,12696,2018-01-18,2018-01-18 07:28:00,2018-01-18 07:39:00,2018-01-18 07:35:00
A9.1,12696,2018-01-20,2018-01-20 17:42:00,2018-01-20 17:58:00,2018-01-20 17:52:00
B9.5,12696,2018-01-22,2018-01-22 02:37:00,2018-01-22 03:20:00,2018-01-22 02:57:00
B1.3,12697,2018-01-30,2018-01-30 17:35:00,2018-01-30 17:46:00,2018-01-30 17:39:00
B6.4,12699,2018-02-04,2018-02-04 19:06:00,2018-02-04 19:27:00,2018-02-04 19:22:00
B7.9,12699,2018-02-07,2018-02-07 00:19:00,2018-02-07 00:46:00,2018-02-07 00:38:00
B2.4,12699,2018-02-10,2018-02-10 16:31:00,2018-02-10 16:51:00,2018-02-10 16:43:00
B1.2,12699,2018-02-14,2018-02-14 08:22:00,2018-02-14 08:27:00,2018-02-14 08:25:00
A9.7,12699,2018-02-16,2018-02-16 20:57:00,2018-02-16 21:19:00,2018-02-16 21:12:00
B1.4,12699,2018-02-17,2018-02-17 18:07:00,2018-02-17 18:28:00,2018-02-17 18:15:00
B1.0,12700,2018-02-26,2018-02-26 11:58:00,2018-02-26 12:04:00,2018-02-26 12:02:00
A8.9,12700,2018-02-28,2018-02-28 06:04:00,2018-02-28 07:30:00,2018-02-28 06:55:00
B1.2,12700,2018-03-01,2018-03-01 22:03:00,2018-03-01 22:13:00,2018-03-01 22:07:00
B1.1,12700,2018-03-04,2018-03-04 02:55:00,2018-03-04 03:07:00,2018-03-04 03:01:00
B1.7,12703,2018-03-30,2018-03-30 02:56:00,2018-03-30 03:02:00,2018-03-30 03:00:00
B2.1,12703,2018-04-03,2018-04-03 03:56:00,2018-04-03 04:15:00,2018-04-03 04:05:00
B1.0,12704,2018-04-14,2018-04-14 00:09:00,2018-04-14 00:15:00,2018-04-14 00:12:00
B3.5,12705,2018-04-15,2018-04-15 12:37:00,2018-04-15 12:43:00,2018-04-15 12:40:00
B3.3,12706,2018-04-18,2018-04-18 12:50:00,2018-04-18 13:50:00,2018-04-18 13:04:00
B1.1,12706,2018-04-21,2018-04-21 06:01:00,2018-04-21 06:19:00,2018-04-21 06:08:00
B2.1,12706,2018-04-24,2018-04-24 21:37:00,2018-04-24 21:52:00,2018-04-24 21:45:00
B1.5,12706,2018-04-28,2018-04-28 20:26:00,2018-04-28 20:46:00,2018-04-28 20:32:00
B1.6,12706,2018-05-01,2018-05-01 21:08:00,2018-05-01 21:25:00,2018-05-01 21:15:00
B2.0,12712,2018-05-23,2018-05-23 02:49:00,2018-05-23 03:09:00,2018-05-23 02:56:00
B1.6,12711,2018-05-23,2018-05-23 16:38:00,2018-05-23 16:43:00,2018-05-23 16:41:00
B9.8,12710,2018-05-24,2018-05-24 12:22:00,2018-05-24 12:35:00,2018-05-24 12:30:00
B1.3,12712,2018-05-26,2018-05-26 01:11:00,2018-05-26 01:22:00,2018-05-26 01:15:00
B2.7,12712,2018-05-29,2018-05-29 00:36:00,2018-05-29 00:47:00,2018-05-29 00:40:00
B1.3,12710,2018-05-30,2018-05-30 19:04:00,2018-05-30 19:11:00,2018-05-30 19:08:00
B2.1,12712,2018-06-01,2018-06-01 04:57:00,2018-06-01 05:09:00,2018-06-01 05:04:00
B1.3,12712,2018-06-06,2018-06-06 11:39:00,2018-06-06 11:46:00,2018-06-06 11:43:00
B1.8,12713,2018-06-11,2018-06-11 19:05:00,2018-06-11 19:18:00,2018-06-11 19:12:00
B1.1,12713,2018-06-15,2018-06-15 06:46:00,2018-06-15 06:52:00,2018-06-15 06:49:00
B1.0,12713,2018-06-18,2018-06-18 08:40:00,2018-06-18 08:47:00,2018-06-18 08:44:00
B1.0,12714,2018-06-19,2018-06-19 02:23:00,2018-06-19 02:28:00,2018-06-19 02:26:00
